ID,Title,Brand,Model
149,"Canon  A490 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Canon,PowerShot A490
150,"Canon  SX130 IS comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Canon,PowerShot SX130 IS
151,"Canon  A490 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Canon,PowerShot A490
152,"Canon  SX130 IS comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Canon,PowerShot SX130 IS
153,"Canon IXUS 210 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Canon,IXUS 210
154,"Canon  A495 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Canon,PowerShot A495
155,"Canon  S95 comes with a  1/1.7"" (~ 7.53 x 5.64 mm) CCD sensor, which has a diagonal of  9.41 mm (0.37"") and a surface area of 42.47 mm².",Canon,PowerShot S95
156,"Canon  SD940 IS comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Canon,PowerShot SD940 IS
157,"Canon  IXUS 990 IS comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Canon,Digital IXUS 990 IS
158,"Canon  A2100 IS comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Canon,PowerShot A2100 IS
159,"Canon  SX20 IS comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Canon,PowerShot SX20 IS
160,"Canon  IXUS 110 IS comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Canon,Digital IXUS 110 IS
161,"Canon  A1100 IS comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Canon,PowerShot A1100 IS
162,"Canon  SX120 IS comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Canon,PowerShot SX120 IS
163,"Canon  IXUS 100 IS comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Canon,Digital IXUS 100 IS
164,"Canon -1D Mark IV comes with a  27.9 x 18.6 mm CMOS sensor, which has a diagonal of  33.53 mm (1.32"") and a surface area of 518.94 mm².",Canon,EOS-1D Mark IV
165,"Canon  S90 comes with a  1/1.7"" (~ 7.53 x 5.64 mm) CCD sensor, which has a diagonal of  9.41 mm (0.37"") and a surface area of 42.47 mm².",Canon,PowerShot S90
166,"Canon  A480 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Canon,PowerShot A480
167,"Canon  500D comes with a  22.3 x 14.9 mm CMOS sensor, which has a diagonal of  26.82 mm (1.06"") and a surface area of 332.27 mm².",Canon,EOS 500D
168,"Canon  IXUS 95 IS comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Canon,Digital IXUS 95 IS
169,"Canon  7D comes with a  22.3 x 14.9 mm CMOS sensor, which has a diagonal of  26.82 mm (1.06"") and a surface area of 332.27 mm².",Canon,EOS 7D
170,"Canon  G11 comes with a  1/1.7"" (~ 7.53 x 5.64 mm) CCD sensor, which has a diagonal of  9.41 mm (0.37"") and a surface area of 42.47 mm².",Canon,PowerShot G11
171,"Canon  SX200 IS comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Canon,PowerShot SX200 IS
172,"Canon  D10 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Canon,PowerShot D10
173,"Canon  IXUS 200 IS comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Canon,Digital IXUS 200 IS
174,"Canon  450D comes with a  22.2 x 14.8 mm CMOS sensor, which has a diagonal of  26.68 mm (1.05"") and a surface area of 328.56 mm².",Canon,EOS 450D
175,"Canon  IXUS 980 IS comes with a  1/1.7"" (~ 7.53 x 5.64 mm) CCD sensor, which has a diagonal of  9.41 mm (0.37"") and a surface area of 42.47 mm².",Canon,Digital IXUS 980 IS
176,"Canon  A590 IS comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Canon,PowerShot A590 IS
177,"Canon  SX10 IS comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Canon,PowerShot SX10 IS
178,"Canon  IXUS 90 IS comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Canon,Digital IXUS 90 IS
179,"Canon  A2000 IS comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Canon,PowerShot A2000 IS
180,"Canon  A580 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Canon,PowerShot A580
181,"Canon  SX1 IS comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Canon,PowerShot SX1 IS
182,"Canon  IXUS 970 IS comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Canon,Digital IXUS 970 IS
183,"Canon  E1 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Canon,PowerShot E1
184,"Canon  A470 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Canon,PowerShot A470
185,"Canon  G10 comes with a  1/1.7"" (~ 7.53 x 5.64 mm) CCD sensor, which has a diagonal of  9.41 mm (0.37"") and a surface area of 42.47 mm².",Canon,PowerShot G10
186,"Canon  5D Mark II comes with a  36 x 24 mm CMOS sensor, which has a diagonal of  43.27 mm (1.7"") and a surface area of 864.00 mm².",Canon,EOS 5D Mark II
187,"Canon  IXUS 80 IS comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Canon,Digital IXUS 80 IS
188,"Canon  IXUS 870 IS comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Canon,Digital IXUS 870 IS
189,"Canon  SX110 IS comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Canon,PowerShot SX110 IS
190,"Canon  1000D comes with a  22.2 x 14.8 mm CMOS sensor, which has a diagonal of  26.68 mm (1.05"") and a surface area of 328.56 mm².",Canon,EOS 1000D
191,"Canon  50D comes with a  22.3 x 14.9 mm CMOS sensor, which has a diagonal of  26.82 mm (1.06"") and a surface area of 332.27 mm².",Canon,EOS 50D
192,"Canon  450D comes with a  22.2 x 14.8 mm CMOS sensor, which has a diagonal of  26.68 mm (1.05"") and a surface area of 328.56 mm².",Canon,EOS 450D
193,"Canon  IXUS 980 IS comes with a  1/1.7"" (~ 7.53 x 5.64 mm) CCD sensor, which has a diagonal of  9.41 mm (0.37"") and a surface area of 42.47 mm².",Canon,Digital IXUS 980 IS
194,"Canon -1D Mark III comes with a  28.7 x 18.7 mm CMOS sensor, which has a diagonal of  34.25 mm (1.35"") and a surface area of 536.69 mm².",Canon,EOS-1D Mark III
195,"Canon -1Ds Mark III comes with a  36 x 24 mm CMOS sensor, which has a diagonal of  43.27 mm (1.7"") and a surface area of 864.00 mm².",Canon,EOS-1Ds Mark III
196,"Canon  A460 comes with a  1/3"" (~ 4.8 x 3.6 mm) CCD sensor, which has a diagonal of  6.00 mm (0.24"") and a surface area of 17.28 mm².",Canon,PowerShot A460
197,"Canon  A560 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Canon,PowerShot A560
198,"Canon  IXUS 860 IS comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Canon,Digital IXUS 860 IS
199,"Canon  IXUS 950 IS comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Canon,Digital IXUS 950 IS
200,"Canon  A450 comes with a  1/3"" (~ 4.8 x 3.6 mm) CCD sensor, which has a diagonal of  6.00 mm (0.24"") and a surface area of 17.28 mm².",Canon,PowerShot A450
201,"Canon  TX1 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Canon,PowerShot TX1
202,"Canon  A720 IS comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Canon,PowerShot A720 IS
203,"Canon  A560 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Canon,PowerShot A560
204,"Canon  G9 comes with a  1/1.7"" (~ 7.53 x 5.64 mm) CCD sensor, which has a diagonal of  9.41 mm (0.37"") and a surface area of 42.47 mm².",Canon,PowerShot G9
205,"Canon  A550 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Canon,PowerShot A550
206,"Canon  A650 IS comes with a  1/1.7"" (~ 7.53 x 5.64 mm) CCD sensor, which has a diagonal of  9.41 mm (0.37"") and a surface area of 42.47 mm².",Canon,PowerShot A650 IS
207,"Canon  A570 IS comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Canon,PowerShot A570 IS
208,"Canon -1Ds Mark III comes with a  36 x 24 mm CMOS sensor, which has a diagonal of  43.27 mm (1.7"") and a surface area of 864.00 mm².",Canon,EOS-1Ds Mark III
209,"Canon  A460 comes with a  1/3"" (~ 4.8 x 3.6 mm) CCD sensor, which has a diagonal of  6.00 mm (0.24"") and a surface area of 17.28 mm².",Canon,PowerShot A460
210,"Canon  IXUS 860 IS comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Canon,Digital IXUS 860 IS
211,"Canon  SD750 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Canon,PowerShot SD750
212,"Canon  IXUS 950 IS comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Canon,Digital IXUS 950 IS
213,"Canon  IXUS 60 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Canon,Digital IXUS 60
214,"Canon  A710 IS comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Canon,PowerShot A710 IS
215,"Canon  S3 IS comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Canon,PowerShot S3 IS
216,"Canon  30D comes with a  22.5 x 15 mm CMOS sensor, which has a diagonal of  27.04 mm (1.06"") and a surface area of 337.50 mm².",Canon,EOS 30D
217,"Canon  G7 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Canon,PowerShot G7
218,"Canon  A630 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Canon,PowerShot A630
219,"Canon  A540 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Canon,PowerShot A540
220,"Canon  IXUS 900 Ti comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Canon,Digital IXUS 900 Ti
221,"Canon  A430 comes with a  1/3"" (~ 4.8 x 3.6 mm) CCD sensor, which has a diagonal of  6.00 mm (0.24"") and a surface area of 17.28 mm².",Canon,PowerShot A430
222,"Canon  A640 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Canon,PowerShot A640
223,"Canon  IXUS 800 IS comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Canon,Digital IXUS 800 IS
224,"Canon  IXUS 850 IS comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Canon,Digital IXUS 850 IS
225,"Canon  A530 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Canon,PowerShot A530
226,"Canon  A630 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Canon,PowerShot A630
227,"Canon  A430 comes with a  1/3"" (~ 4.8 x 3.6 mm) CCD sensor, which has a diagonal of  6.00 mm (0.24"") and a surface area of 17.28 mm².",Canon,PowerShot A430
228,"Canon  A540 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Canon,PowerShot A540
229,"Canon  IXUS 900 Ti comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Canon,Digital IXUS 900 Ti
230,"Canon  A640 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Canon,PowerShot A640
231,"Canon  A510 comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Canon,PowerShot A510
232,"Canon  SD550 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Canon,PowerShot SD550
233,"Canon  IXUS i Zoom comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Canon,Digital IXUS i Zoom
234,"Canon  S2 IS comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Canon,PowerShot S2 IS
235,"Canon -1D Mark II N comes with a  28.7 x 19.1 mm CMOS sensor, which has a diagonal of  34.47 mm (1.36"") and a surface area of 548.17 mm².",Canon,EOS-1D Mark II N
236,"Canon  S80 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Canon,PowerShot S80
237,"Canon  IXUS 50 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Canon,Digital IXUS 50
238,"Canon  SD500 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Canon,PowerShot SD500
239,"Canon  A410 comes with a  1/3.2"" (~ 4.5 x 3.37 mm) CCD sensor, which has a diagonal of  5.62 mm (0.22"") and a surface area of 15.17 mm².",Canon,PowerShot A410
240,"Canon  350D comes with a  22.2 x 14.8 mm CMOS sensor, which has a diagonal of  26.68 mm (1.05"") and a surface area of 328.56 mm².",Canon,EOS 350D
241,"Canon  SD430 Wireless comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Canon,PowerShot SD430 Wireless
242,"Canon  A620 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Canon,PowerShot A620
243,"Canon  5D comes with a  35.8 x 23.8 mm CMOS sensor, which has a diagonal of  42.99 mm (1.69"") and a surface area of 852.04 mm².",Canon,EOS 5D
244,"Canon  A520 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Canon,PowerShot A520
245,"Canon  SD450 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Canon,PowerShot SD450
246,"Canon  A610 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Canon,PowerShot A610
247,"Canon  20Da comes with a  22.5 x 15 mm CMOS sensor, which has a diagonal of  27.04 mm (1.06"") and a surface area of 337.50 mm².",Canon,EOS 20Da
248,"Canon  G6 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Canon,PowerShot G6
249,"Canon -1D Mark II comes with a  28.7 x 19.1 mm CMOS sensor, which has a diagonal of  34.47 mm (1.36"") and a surface area of 548.17 mm².",Canon,EOS-1D Mark II
250,"Canon  IXUS IIs comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Canon,Digital IXUS IIs
251,"Canon  G6 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Canon,PowerShot G6
252,"Canon -1D Mark II comes with a  28.7 x 19.1 mm CMOS sensor, which has a diagonal of  34.47 mm (1.36"") and a surface area of 548.17 mm².",Canon,EOS-1D Mark II
253,"Canon -1Ds Mark II comes with a  36 x 24 mm CMOS sensor, which has a diagonal of  43.27 mm (1.7"") and a surface area of 864.00 mm².",Canon,EOS-1Ds Mark II
254,"Canon  IXUS 500 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Canon,Digital IXUS 500
255,"Canon  20D comes with a  22.5 x 15 mm CMOS sensor, which has a diagonal of  27.04 mm (1.06"") and a surface area of 337.50 mm².",Canon,EOS 20D
256,"Canon  A400 comes with a  1/3.2"" (~ 4.5 x 3.37 mm) CCD sensor, which has a diagonal of  5.62 mm (0.22"") and a surface area of 15.17 mm².",Canon,PowerShot A400
257,"Canon  IXUS IIs comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Canon,Digital IXUS IIs
258,"Canon  A85 comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Canon,PowerShot A85
259,"Canon  IXUS 40 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Canon,Digital IXUS 40
260,"Canon  A95 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Canon,PowerShot A95
261,"Canon  IXUS 430 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Canon,Digital IXUS 430
262,"Canon  S60 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Canon,PowerShot S60
263,"Canon  SD20 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Canon,PowerShot SD20
264,"Canon  A310 comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Canon,PowerShot A310
265,"Canon  S70 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Canon,PowerShot S70
266,"Canon  S1 IS comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Canon,PowerShot S1 IS
267,"Canon  A300 comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Canon,PowerShot A300
